# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 10:46:35","created_utc":"2025-11-21T15:46:35.047521Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
65.0,90.0,1.57,-32.21,164.3001486402156
65.0,90.0,1.76,-28.3,76.81912524988586
65.0,90.0,1.95,-23.84,-29.443955495941605
65.0,90.0,2.14,-29.42,-77.07309405192427
65.0,90.0,2.33,-33.23,-115.22672747358922
65.0,90.0,2.52,-32.0,-117.49006708246311
65.0,90.0,2.71,-36.17,-101.0215284618267
65.0,90.0,2.9,-31.85,-105.5025199141995
65.0,90.0,3.09,-30.73,-153.5741581955387
65.0,90.0,3.28,-36.37,-137.45336758119308
65.0,90.0,3.47,-36.4,-158.43811323223753
65.0,90.0,3.66,-36.87,-164.62017259118724
65.0,90.0,3.85,-37.56,-133.86405248030636
65.0,90.0,4.04,-37.56,-169.99189961901388
65.0,90.0,4.23,-42.78,-155.49517818378396
65.0,90.0,4.42,-36.56,-126.91708784507618
65.0,90.0,4.61,-38.81,-170.06842018612963
65.0,90.0,4.8,-40.29,-153.73698177320338
65.0,90.0,4.99,-40.67,-140.4810696439273
65.0,90.0,5.18,-40.45,-174.00618581087886
65.0,90.0,5.37,-43.83,-169.75785659351925
65.0,90.0,5.56,-46.87,-159.20042714258815
65.0,90.0,5.75,-47.4,-176.3930149381224
65.0,90.0,5.94,-48.33,-173.92128589265127
65.0,90.0,6.13,-50.68,-124.65557617425549
65.0,90.0,6.32,-43.59,-154.29586985836104
65.0,90.0,6.51,-45.37,-179.001546925844
65.0,90.0,6.7,-48.8,165.77706352442178
65.0,90.0,6.89,-47.98,153.1688911221529
65.0,90.0,7.08,-46.59,164.46937732131173
65.0,90.0,7.27,-47.87,136.2730796966116
65.0,90.0,7.46,-48.18,133.49984190918113
65.0,90.0,7.65,-50.54,144.80592256142418
65.0,90.0,7.84,-50.11,147.33544461027032
65.0,90.0,8.03,-49.38,132.78423309716155
65.0,90.0,8.22,-48.99,143.79374268517643
65.0,90.0,8.41,-51.09,153.97724628801902
65.0,90.0,8.6,-46.99,152.3838996239548
65.0,90.0,8.79,-48.8,124.13076378424363
65.0,90.0,8.98,-51.21,117.06789129465155
65.0,90.0,9.17,-50.77,124.97590704417009
65.0,90.0,9.36,-53.86,113.81053484703989
65.0,90.0,9.55,-53.8,104.51673383936648
65.0,90.0,9.74,-55.31,124.76008450002192
65.0,90.0,9.93,-58.97,111.58396453761266
65.0,90.0,10.12,-56.07,95.03770873218285
65.0,90.0,10.31,-64.4,62.03573428074967
65.0,90.0,10.5,-60.07,105.51364990986195
65.0,90.0,10.69,-56.59,83.54108698538666
65.0,90.0,10.88,-60.24,49.06686624774395
65.0,90.0,11.07,-66.68,48.79869330607076
65.0,90.0,11.26,-64.25,72.22018146972901
65.0,90.0,11.45,-65.03,108.91951684188714
65.0,90.0,11.64,-60.37,75.47684212176813
65.0,90.0,11.83,-60.53,68.30051520606408
65.0,90.0,12.02,-58.71,47.279614298986786
65.0,90.0,12.21,-55.41,15.140547412147763
65.0,90.0,12.4,-60.7,9.49200677777507
65.0,90.0,12.59,-62.12,-5.251278445078276
65.0,90.0,12.78,-66.45,-15.806553100999562
65.0,90.0,12.97,-65.67,-3.1169186849094292
65.0,90.0,13.16,-65.78,-9.233297590990714
65.0,90.0,13.35,-68.7,-2.2992943509635673
65.0,90.0,13.54,-64.25,-54.24388684613214
65.0,90.0,13.73,-63.36,-101.56405451689035
65.0,90.0,13.92,-67.88,-117.13065883875352
65.0,90.0,14.11,-62.89,-140.89762222386946
65.0,90.0,14.3,-72.3,-153.43956358906794
65.0,90.0,14.49,-68.19,69.43273462111974
65.0,90.0,14.68,-78.77,-84.5118016657016
65.0,90.0,14.87,-71.01,-171.06598861723324
65.0,90.0,15.06,-64.19,-157.50834787703585
65.0,90.0,15.25,-63.96,146.05993959976257
65.0,90.0,15.44,-67.09,127.0715684477236
65.0,90.0,15.63,-68.91,81.71523679277624
65.0,90.0,15.82,-66.13,67.82409422435568
65.0,90.0,16.01,-68.1,13.590604766820661
65.0,90.0,16.2,-73.06,-88.6998542233309
65.0,90.0,16.39,-66.1,124.3788621992343
65.0,90.0,16.58,-67.72,75.82112264306551
65.0,90.0,16.77,-69.49,16.123205710063186
65.0,90.0,16.96,-75.36,-15.63314956683352
65.0,90.0,17.15,-67.11,-76.02306300012818
65.0,90.0,17.34,-72.2,-99.42545101000148
65.0,90.0,17.53,-66.89,-147.3327987784788
65.0,90.0,17.72,-65.23,-160.69360478980263
65.0,90.0,17.91,-71.35,150.51221897947394
65.0,90.0,18.1,-68.8,102.51688993027328
65.0,90.0,18.29,-70.9,113.28532862397164
65.0,90.0,18.48,-75.81,62.98414977497899
65.0,90.0,18.67,-71.03,-16.69500735264828
65.0,90.0,18.86,-70.15,-66.59625036417303
65.0,90.0,19.05,-76.22,-95.80269116760925
65.0,90.0,19.24,-70.36,166.38591325045343
65.0,90.0,19.43,-79.57,-155.05654482525307
65.0,90.0,19.62,-75.99,105.28279836975636
65.0,90.0,19.81,-69.77,45.48803759207643
65.0,90.0,20.0,-75.86,19.86754306480859
66.0,90.0,1.0,-72.75,31.576014554988443
66.0,90.0,1.19,-74.58,90.12769853740669
66.0,90.0,1.38,-50.5,-106.69871656195791
66.0,90.0,1.57,-32.28,159.87622197714805
66.0,90.0,1.76,-28.79,72.15527019484882
66.0,90.0,1.95,-24.2,-34.55302581683407
66.0,90.0,2.14,-29.52,-82.81683062027335
66.0,90.0,2.33,-33.75,-124.5009490942729
66.0,90.0,2.52,-32.4,-123.02380059319171
66.0,90.0,2.71,-36.52,-106.16413861737108
66.0,90.0,2.9,-32.21,-114.29877551710369
66.0,90.0,3.09,-31.06,-160.24689419556333
66.0,90.0,3.28,-36.39,-147.21287478254834
66.0,90.0,3.47,-36.5,-170.55020520749784
66.0,90.0,3.66,-37.22,-177.04751762571237
66.0,90.0,3.85,-38.23,-145.65362003979365
66.0,90.0,4.04,-38.64,179.4805067849949
66.0,90.0,4.23,-42.61,-163.66301482167964
66.0,90.0,4.42,-36.8,-134.14047569290398
66.0,90.0,4.61,-38.36,175.03262026963714
66.0,90.0,4.8,-41.55,-167.018383839009
66.0,90.0,4.99,-41.22,-155.7057562056102
66.0,90.0,5.18,-41.26,171.48404285819504
66.0,90.0,5.37,-44.99,177.11982392189572
66.0,90.0,5.56,-46.48,-172.75785890529934
66.0,90.0,5.75,-47.34,170.1933250404326
66.0,90.0,5.94,-46.72,172.09624278738923
66.0,90.0,6.13,-51.13,-152.02766165054624
66.0,90.0,6.32,-44.4,-176.06560407238243
66.0,90.0,6.51,-45.93,161.49580444227178
66.0,90.0,6.7,-49.18,145.53282103886755
66.0,90.0,6.89,-48.46,134.8051579305019
66.0,90.0,7.08,-45.89,146.8689555624343
66.0,90.0,7.27,-47.72,107.2116116209881
66.0,90.0,7.46,-48.98,117.67041156059196
66.0,90.0,7.65,-50.03,114.65269674062118
66.0,90.0,7.84,-51.16,124.7078010522285
66.0,90.0,8.03,-48.95,109.19884892312452
66.0,90.0,8.22,-49.29,119.08801203510475
66.0,90.0,8.41,-52.29,124.83927153139653
66.0,90.0,8.6,-47.15,125.33911712107894
66.0,90.0,8.79,-49.95,99.46864669500728
66.0,90.0,8.98,-51.56,91.25786824050768
66.0,90.0,9.17,-52.78,112.0334006767575
66.0,90.0,9.36,-53.4,85.07353296980891
66.0,90.0,9.55,-54.72,88.44339010426614
66.0,90.0,9.74,-55.27,107.74058808851689
66.0,90.0,9.93,-59.53,80.45602676891235
66.0,90.0,10.12,-57.85,62.21537672095892
66.0,90.0,10.31,-62.67,57.92477124316308
66.0,90.0,10.5,-59.7,79.40714959503104
66.0,90.0,10.69,-56.23,61.41441291674213
66.0,90.0,10.88,-57.32,15.170524646788099
66.0,90.0,11.07,-66.59,18.253427401953253
66.0,90.0,11.26,-65.52,41.4973718050506
66.0,90.0,11.45,-66.47,70.23127085954307
66.0,90.0,11.64,-63.04,28.884443472917255
66.0,90.0,11.83,-59.93,31.973335497648513
66.0,90.0,12.02,-57.93,8.243981955562262
66.0,90.0,12.21,-57.65,5.418516590786942
66.0,90.0,12.4,-59.8,-39.801131579272855
66.0,90.0,12.59,-62.22,-22.792928721328515
66.0,90.0,12.78,-63.24,-43.34079314110095
66.0,90.0,12.97,-67.11,-31.798344982526118
66.0,90.0,13.16,-73.14,-35.57581174541217
66.0,90.0,13.35,-64.97,-69.74129934335161
66.0,90.0,13.54,-64.71,-99.69597215917922
66.0,90.0,13.73,-61.19,-133.35307740005953
66.0,90.0,13.92,-64.26,-147.49107348802173
66.0,90.0,14.11,-69.89,-160.2515825455915
66.0,90.0,14.3,-70.91,143.55897111603647
66.0,90.0,14.49,-89.18,20.63846669205874
66.0,90.0,14.68,-76.79,-137.65722509447602
66.0,90.0,14.87,-64.63,-166.34630328954114
66.0,90.0,15.06,-64.98,149.91808782724397
66.0,90.0,15.25,-64.95,123.05705051405182
66.0,90.0,15.44,-65.32,90.26116808972189
66.0,90.0,15.63,-67.03,20.337457164065814
66.0,90.0,15.82,-65.43,40.17547278099942
66.0,90.0,16.01,-66.9,-42.4212301416869
66.0,90.0,16.2,-72.78,-162.0762155883209
66.0,90.0,16.39,-76.89,159.698299019608
66.0,90.0,16.58,-73.48,23.079304047975267
66.0,90.0,16.77,-72.41,-44.48994250882465
66.0,90.0,16.96,-73.5,-75.49410722690504
66.0,90.0,17.15,-72.65,-123.32555544819806
66.0,90.0,17.34,-73.06,176.85855987985926
66.0,90.0,17.53,-70.63,136.2997546877577
66.0,90.0,17.72,-65.41,137.45845860629214
66.0,90.0,17.91,-86.5,112.13379746793852
66.0,90.0,18.1,-79.06,135.68705278153774
66.0,90.0,18.29,-81.88,-178.52637665823772
66.0,90.0,18.48,-70.63,-10.175507319381627
66.0,90.0,18.67,-78.67,1.6743035152912906
66.0,90.0,18.86,-70.97,-133.49285504510564
66.0,90.0,19.05,-68.19,151.00032714432604
66.0,90.0,19.24,-71.03,158.81935770840354
66.0,90.0,19.43,-73.22,64.4827303793615
66.0,90.0,19.62,-89.71,71.56714404526326
66.0,90.0,19.81,-92.66,-59.46499795142939
66.0,90.0,20.0,-73.37,41.493161468776194
67.0,90.0,1.0,-72.73,34.8395107431413
67.0,90.0,1.19,-74.99,117.0594568540822
67.0,90.0,1.38,-51.14,-110.82064674114007
67.0,90.0,1.57,-32.35,155.08773076716324
67.0,90.0,1.76,-29.33,67.07634547717467
67.0,90.0,1.95,-24.6,-39.540260383030514
67.0,90.0,2.14,-29.57,-88.62515560225485
67.0,90.0,2.33,-34.15,-133.70888366959753
67.0,90.0,2.52,-33.05,-128.6786763023713
67.0,90.0,2.71,-36.83,-110.87760342021656
67.0,90.0,2.9,-32.53,-124.1682367177341
67.0,90.0,3.09,-31.62,-166.89705504273198
67.0,90.0,3.28,-36.25,-155.05892522805635
67.0,90.0,3.47,-36.34,177.3322836884158
67.0,90.0,3.66,-37.2,167.80326978611285
67.0,90.0,3.85,-38.65,-157.2753763925546
67.0,90.0,4.04,-39.59,164.44816404040563
67.0,90.0,4.23,-43.07,-170.83103891938086
67.0,90.0,4.42,-37.51,-144.01071085075506
67.0,90.0,4.61,-38.13,164.34506201734143
67.0,90.0,4.8,-42.27,173.4323645861773
67.0,90.0,4.99,-41.78,-171.05614050165534
67.0,90.0,5.18,-42.04,157.11003263460216
67.0,90.0,5.37,-46.68,166.24747822769993
67.0,90.0,5.56,-47.12,176.8318092764231
67.0,90.0,5.75,-48.06,155.3857191272986
67.0,90.0,5.94,-46.3,166.4672153890306
67.0,90.0,6.13,-49.8,-175.7935223532668
67.0,90.0,6.32,-45.15,160.51797165393504
67.0,90.0,6.51,-46.5,139.58998577896728
67.0,90.0,6.7,-49.49,123.67605831554374
67.0,90.0,6.89,-49.61,117.15810077633732
67.0,90.0,7.08,-46.15,131.18932043664742
67.0,90.0,7.27,-46.51,86.51832133951159
67.0,90.0,7.46,-51.22,94.14964235336498
67.0,90.0,7.65,-49.65,93.88419593823448
67.0,90.0,7.84,-50.7,96.63943548658675
67.0,90.0,8.03,-49.87,90.42242008751583
67.0,90.0,8.22,-48.68,96.37833657574252
67.0,90.0,8.41,-52.89,103.14085643403851
67.0,90.0,8.6,-47.42,94.58053794013765
67.0,90.0,8.79,-50.43,69.33470949736264
67.0,90.0,8.98,-52.23,69.93632158435803
67.0,90.0,9.17,-54.93,77.08619763538094
67.0,90.0,9.36,-54.0,62.10760838365763
67.0,90.0,9.55,-56.51,51.80950508848096
67.0,90.0,9.74,-59.67,77.22665692864372
67.0,90.0,9.93,-58.1,50.19508044241304
67.0,90.0,10.12,-57.07,25.306309429723107
67.0,90.0,10.31,-62.03,31.188547823568733
67.0,90.0,10.5,-60.9,45.889091545721
67.0,90.0,10.69,-57.83,38.30851934767094
67.0,90.0,10.88,-60.71,-0.6406085003261985
67.0,90.0,11.07,-63.37,-9.170258394029132
67.0,90.0,11.26,-64.96,-2.7668606952029293
67.0,90.0,11.45,-64.41,21.782344075299974
67.0,90.0,11.64,-60.06,-27.749243618554864
67.0,90.0,11.83,-63.63,-6.734829373182223
67.0,90.0,12.02,-57.97,-29.693849308627605
67.0,90.0,12.21,-61.76,-52.35143590863399
67.0,90.0,12.4,-61.09,-61.92133866772616
67.0,90.0,12.59,-65.94,-82.85084287316405
67.0,90.0,12.78,-70.23,-85.55767790393321
67.0,90.0,12.97,-68.52,-65.15434630741832
67.0,90.0,13.16,-66.33,-73.8227156536613
67.0,90.0,13.35,-66.46,-145.76242115191818
67.0,90.0,13.54,-63.63,-138.51746312528525
67.0,90.0,13.73,-64.41,-166.67872096379952
67.0,90.0,13.92,-65.53,-179.54071821430787
67.0,90.0,14.11,-63.81,159.15232267014423
67.0,90.0,14.3,-76.05,94.56296556659001
67.0,90.0,14.49,-75.5,-76.21392405593613
67.0,90.0,14.68,-71.64,-178.88865535195117
67.0,90.0,14.87,-70.8,144.42502826361883
67.0,90.0,15.06,-67.99,92.35194170854771
67.0,90.0,15.25,-67.08,64.86859980080403
67.0,90.0,15.44,-68.16,30.65239624589513
67.0,90.0,15.63,-66.83,15.006550734596747
67.0,90.0,15.82,-70.79,-55.26303467291261
67.0,90.0,16.01,-70.72,-24.367592243643973
67.0,90.0,16.2,-79.7,-31.01910160197083
67.0,90.0,16.39,-73.85,3.603650745430788
67.0,90.0,16.58,-66.54,-41.10276443601008
67.0,90.0,16.77,-68.34,-131.50619852482527
67.0,90.0,16.96,-71.1,-144.83636423518303
67.0,90.0,17.15,-67.03,-168.15352868646286
67.0,90.0,17.34,-70.18,143.32810468364644
67.0,90.0,17.53,-67.42,123.97935108622721
67.0,90.0,17.72,-69.97,82.65771293191233
67.0,90.0,17.91,-75.72,83.94653423442492
67.0,90.0,18.1,-71.39,32.2587031718236
67.0,90.0,18.29,-79.09,1.4003181342207287
67.0,90.0,18.48,-83.98,8.455153042929854
67.0,90.0,18.67,-70.55,-147.55176694916048
67.0,90.0,18.86,-66.34,-163.8863903276241
67.0,90.0,19.05,-90.44,173.6254980633994
67.0,90.0,19.24,-78.95,105.98853702046654
67.0,90.0,19.43,-78.67,-66.22075780994878
67.0,90.0,19.62,-72.43,-97.26476620195176
67.0,90.0,19.81,-69.97,135.05751473395426
67.0,90.0,20.0,-72.8,141.5376656432581
68.0,90.0,1.0,-70.73,46.81042340002862
68.0,90.0,1.19,-74.11,100.77564558703503
68.0,90.0,1.38,-51.14,-117.04329396934838
68.0,90.0,1.57,-32.41,150.41040467472413
68.0,90.0,1.76,-29.95,62.184678342790676
68.0,90.0,1.95,-25.02,-44.78694149637372
68.0,90.0,2.14,-29.72,-94.43625510749109
68.0,90.0,2.33,-34.39,-142.34951539312854
68.0,90.0,2.52,-33.63,-133.4742651432672
68.0,90.0,2.71,-37.06,-116.75488580192133
68.0,90.0,2.9,-32.75,-133.57862497435497
68.0,90.0,3.09,-32.22,-173.91786469411144
68.0,90.0,3.28,-36.18,-161.73761215194614
68.0,90.0,3.47,-36.11,168.18637586359372
68.0,90.0,3.66,-37.0,156.62050380561087
68.0,90.0,3.85,-39.08,-167.31544307006268
68.0,90.0,4.04,-40.13,149.79267244433836
68.0,90.0,4.23,-43.41,-177.6492323992507
68.0,90.0,4.42,-38.09,-155.809760238279
68.0,90.0,4.61,-38.23,154.23100661543108
68.0,90.0,4.8,-42.75,154.37531848000907
68.0,90.0,4.99,-42.53,173.42778072918242
68.0,90.0,5.18,-42.61,135.88725871376326
68.0,90.0,5.37,-48.33,145.47964430158396
68.0,90.0,5.56,-48.76,165.66852775670682
68.0,90.0,5.75,-49.12,141.468131546186
68.0,90.0,5.94,-46.89,157.7283752605739
68.0,90.0,6.13,-49.4,162.5115461576552
68.0,90.0,6.32,-45.05,133.14589593148165
68.0,90.0,6.51,-46.9,114.53099347323003
68.0,90.0,6.7,-49.06,98.3119423543423
68.0,90.0,6.89,-49.96,93.17615748260829
68.0,90.0,7.08,-46.95,111.4467409572887
68.0,90.0,7.27,-45.61,70.48413553842055
68.0,90.0,7.46,-52.06,65.64013055985106
68.0,90.0,7.65,-50.09,74.01367918967372
68.0,90.0,7.84,-50.23,74.73693997459641
68.0,90.0,8.03,-50.28,72.05049456815665
68.0,90.0,8.22,-48.85,78.91044995184313
68.0,90.0,8.41,-52.52,82.21233923621935
68.0,90.0,8.6,-47.82,71.09229588915203
68.0,90.0,8.79,-49.75,43.601784234141576
68.0,90.0,8.98,-52.5,44.093322482095125
68.0,90.0,9.17,-54.17,48.73286061778541
68.0,90.0,9.36,-56.28,38.06063641266781
68.0,90.0,9.55,-55.9,30.38600309814724
68.0,90.0,9.74,-59.31,39.729474144957344
68.0,90.0,9.93,-58.67,24.5847428658557
68.0,90.0,10.12,-58.67,14.77063989125271
68.0,90.0,10.31,-66.47,12.504821537445363
68.0,90.0,10.5,-61.65,28.58939240188544
68.0,90.0,10.69,-59.22,-6.028585549115505
68.0,90.0,10.88,-61.27,-35.942758040687785
68.0,90.0,11.07,-62.06,-30.640231909230817
68.0,90.0,11.26,-63.05,-25.826600510292348
68.0,90.0,11.45,-64.79,-5.192983148937766
68.0,90.0,11.64,-57.29,-38.09678296907004
68.0,90.0,11.83,-60.39,-54.44575699395198
68.0,90.0,12.02,-58.81,-58.81314547768977
68.0,90.0,12.21,-58.37,-98.01831907884822
68.0,90.0,12.4,-61.34,-116.79690187409385
68.0,90.0,12.59,-66.47,-131.87731270906187
68.0,90.0,12.78,-68.94,174.60303948598948
68.0,90.0,12.97,-73.87,-172.18676938253512
68.0,90.0,13.16,-68.85,-132.00397519608944
68.0,90.0,13.35,-62.44,-168.09400711672544
68.0,90.0,13.54,-67.31,161.53983354852699
68.0,90.0,13.73,-62.83,133.27980850630937
68.0,90.0,13.92,-68.07,118.15039323187521
68.0,90.0,14.11,-68.97,126.87449778288398
68.0,90.0,14.3,-70.52,79.20418785263243
68.0,90.0,14.49,-77.72,-142.0190425247813
68.0,90.0,14.68,-71.01,155.01722193953373
68.0,90.0,14.87,-63.64,114.46482372457021
68.0,90.0,15.06,-70.5,65.64351961562883
68.0,90.0,15.25,-67.49,30.725818271665265
68.0,90.0,15.44,-69.21,-19.4255572287031
68.0,90.0,15.63,-69.02,-32.0753941991735
68.0,90.0,15.82,-69.21,-67.5417982838091
68.0,90.0,16.01,-76.31,-103.26777684561928
68.0,90.0,16.2,-73.45,45.83317829220711
68.0,90.0,16.39,-83.13,-11.841219496221917
68.0,90.0,16.58,-68.69,-82.86383854694725
68.0,90.0,16.77,-64.76,178.32261401920002
68.0,90.0,16.96,-67.47,172.68044003335598
68.0,90.0,17.15,-70.74,154.88314664109762
68.0,90.0,17.34,-71.98,139.6259812087219
68.0,90.0,17.53,-73.43,96.99553227416197
68.0,90.0,17.72,-70.86,55.87239994098251
68.0,90.0,17.91,-79.63,62.55503756372039
68.0,90.0,18.1,-80.4,54.99953355331754
68.0,90.0,18.29,-74.62,-129.9741124789848
68.0,90.0,18.48,-69.44,-164.46327944234642
68.0,90.0,18.67,-70.46,-161.08524580418157
68.0,90.0,18.86,-77.28,120.01561216904426
68.0,90.0,19.05,-72.47,0.8539906883319613
68.0,90.0,19.24,-79.2,46.72423865273035
68.0,90.0,19.43,-78.34,-122.18331767190836
68.0,90.0,19.62,-72.24,-123.7671429246028
68.0,90.0,19.81,-85.95,164.67646292282254
68.0,90.0,20.0,-73.21,-161.9286526336443
69.0,90.0,1.0,-72.06,40.13988469189509
69.0,90.0,1.19,-74.01,116.18652020830787
69.0,90.0,1.38,-51.03,-121.8735178566353
69.0,90.0,1.57,-32.48,146.35697270783632
69.0,90.0,1.76,-30.59,56.36149293133487
69.0,90.0,1.95,-25.43,-49.90201216261183
69.0,90.0,2.14,-29.88,-100.66548070198529
69.0,90.0,2.33,-34.53,-150.1467450098368
69.0,90.0,2.52,-34.39,-140.0706221328686
69.0,90.0,2.71,-37.58,-122.31031681780097
69.0,90.0,2.9,-32.79,-143.57458825933188
69.0,90.0,3.09,-32.93,177.48083773985698
69.0,90.0,3.28,-36.27,-168.21294679722175
69.0,90.0,3.47,-35.89,158.7401315928804
69.0,90.0,3.66,-36.63,144.4608788368779
69.0,90.0,3.85,-39.64,-178.01856523880562
69.0,90.0,4.04,-40.26,133.63491402356456
69.0,90.0,4.23,-43.98,173.17125451912779
69.0,90.0,4.42,-38.83,-167.92505371015824
69.0,90.0,4.61,-38.43,145.35268822904797
69.0,90.0,4.8,-42.11,137.64640930796403
69.0,90.0,4.99,-43.28,156.8937848480389
69.0,90.0,5.18,-43.19,115.2898854783993
69.0,90.0,5.37,-49.85,123.00385063843393
69.0,90.0,5.56,-51.25,148.208895936081
69.0,90.0,5.75,-50.58,133.55728831271296
69.0,90.0,5.94,-47.65,150.67926091427447
69.0,90.0,6.13,-48.0,151.52022612830058
69.0,90.0,6.32,-44.45,113.08763512674533
69.0,90.0,6.51,-47.05,94.81747743151463
69.0,90.0,6.7,-49.1,81.50272973014657
69.0,90.0,6.89,-50.66,69.78541407519222
69.0,90.0,7.08,-48.71,91.26535858605199
69.0,90.0,7.27,-45.55,58.76934091269563
69.0,90.0,7.46,-51.8,30.298075930132182
69.0,90.0,7.65,-50.42,53.00842334754798
69.0,90.0,7.84,-49.78,54.94632429585005
69.0,90.0,8.03,-50.33,40.709541570848316
69.0,90.0,8.22,-50.63,65.55042832621179
69.0,90.0,8.41,-50.99,55.433093180303395
69.0,90.0,8.6,-48.2,46.1110313589934
69.0,90.0,8.79,-49.51,21.630749192568754
69.0,90.0,8.98,-53.14,7.206921377872371
69.0,90.0,9.17,-53.67,15.666621480666723
69.0,90.0,9.36,-56.12,13.498088121001842
69.0,90.0,9.55,-56.81,1.777943843340859
69.0,90.0,9.74,-59.26,16.748625417072738
69.0,90.0,9.93,-60.05,-16.71142937634257
69.0,90.0,10.12,-58.38,-10.880787974890186
69.0,90.0,10.31,-64.7,-30.9752054924523
69.0,90.0,10.5,-63.44,-22.803951672600515
69.0,90.0,10.69,-58.65,-41.83427042789301
69.0,90.0,10.88,-59.34,-79.69513935530242
69.0,90.0,11.07,-65.98,-54.00178477129694
69.0,90.0,11.26,-63.95,-58.70089390046187
69.0,90.0,11.45,-62.35,-16.829038758876518
69.0,90.0,11.64,-58.01,-57.227607784316774
69.0,90.0,11.83,-58.61,-73.68501126185046
69.0,90.0,12.02,-58.45,-104.79761754298815
69.0,90.0,12.21,-58.63,-113.04435948023556
69.0,90.0,12.4,-60.67,-147.55201952445358
69.0,90.0,12.59,-61.68,-162.4338449709725
69.0,90.0,12.78,-68.5,172.02447652342423
69.0,90.0,12.97,-67.92,173.47700931307904
69.0,90.0,13.16,-69.89,175.95975511062147
69.0,90.0,13.35,-63.09,164.10568821656528
69.0,90.0,13.54,-61.71,135.17275057628225
69.0,90.0,13.73,-62.93,109.38738963908968
69.0,90.0,13.92,-65.49,91.7248075717816
69.0,90.0,14.11,-68.87,52.289559583175375
69.0,90.0,14.3,-78.1,46.86430525843662
69.0,90.0,14.49,-77.85,-91.47093419140164
69.0,90.0,14.68,-67.02,120.00903033637996
69.0,90.0,14.87,-71.65,68.93836190663731
69.0,90.0,15.06,-69.61,17.928194946806034
69.0,90.0,15.25,-67.05,-40.39970192317797
69.0,90.0,15.44,-72.02,-43.97121629042417
69.0,90.0,15.63,-68.36,-81.174528121198
69.0,90.0,15.82,-67.73,-101.0408535360625
69.0,90.0,16.01,-79.36,178.570891649981
69.0,90.0,16.2,-74.74,29.47521766526788
69.0,90.0,16.39,-71.97,-73.41672443459633
69.0,90.0,16.58,-68.76,-148.21711546956257
69.0,90.0,16.77,-66.09,156.24359524257608
69.0,90.0,16.96,-69.06,153.079908841041
69.0,90.0,17.15,-67.28,129.3852671452673
69.0,90.0,17.34,-69.18,68.56236449980605
69.0,90.0,17.53,-69.34,38.91263680610374
69.0,90.0,17.72,-77.03,-59.01052381522881
69.0,90.0,17.91,-80.72,79.25708577380455
69.0,90.0,18.1,-79.39,156.5674354630538
69.0,90.0,18.29,-72.55,-155.0580478373872
69.0,90.0,18.48,-78.72,-176.94626691634383
69.0,90.0,18.67,-68.14,160.84546826892526
69.0,90.0,18.86,-71.43,46.40166828487636
69.0,90.0,19.05,-82.39,44.287104101931284
69.0,90.0,19.24,-77.75,-77.09211264352686
69.0,90.0,19.43,-72.8,-100.6520366955594
69.0,90.0,19.62,-79.19,-135.06067805423868
69.0,90.0,19.81,-86.26,-136.63856997432836
69.0,90.0,20.0,-73.53,-135.06627780594025
70.0,90.0,1.0,-75.38,43.48801909667348
70.0,90.0,1.19,-76.41,129.02856794877113
70.0,90.0,1.38,-51.66,-132.01353684589233
70.0,90.0,1.57,-32.66,141.71789529168348
70.0,90.0,1.76,-31.22,50.33739531309817
70.0,90.0,1.95,-25.86,-55.34087782758428
70.0,90.0,2.14,-30.18,-105.73154530845319
70.0,90.0,2.33,-34.71,-157.25535810418612
70.0,90.0,2.52,-35.06,-145.7786345242691
70.0,90.0,2.71,-38.13,-127.306996856495
70.0,90.0,2.9,-32.69,-152.4642055952333
70.0,90.0,3.09,-33.81,168.14457334552628
70.0,90.0,3.28,-36.6,-173.83993185109136
70.0,90.0,3.47,-35.55,151.09937625524063
70.0,90.0,3.66,-36.32,134.95994298430136
70.0,90.0,3.85,-40.32,170.23848623239863
70.0,90.0,4.04,-39.96,118.38360453925196
70.0,90.0,4.23,-45.05,161.40276689313865
70.0,90.0,4.42,-39.55,175.8449783026408
70.0,90.0,4.61,-39.33,134.28373520888397
70.0,90.0,4.8,-41.97,126.34432289719312
70.0,90.0,4.99,-43.91,135.1820285046937
70.0,90.0,5.18,-43.17,95.52783108358587
70.0,90.0,5.37,-50.41,100.12188329910475
70.0,90.0,5.56,-53.22,118.18160656484162
70.0,90.0,5.75,-52.95,105.01250063854802
70.0,90.0,5.94,-49.93,148.27206321785584
70.0,90.0,6.13,-47.23,141.6870895513737
70.0,90.0,6.32,-43.87,92.58618651589988
70.0,90.0,6.51,-47.61,68.66053080027339
70.0,90.0,6.7,-49.57,63.01070589526281
70.0,90.0,6.89,-50.39,44.19764700937682
70.0,90.0,7.08,-49.9,59.37801258593676
70.0,90.0,7.27,-46.78,44.84597740575469
70.0,90.0,7.46,-50.53,15.16314476404631
70.0,90.0,7.65,-50.82,28.986463996150412
