# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 10:46:35","created_utc":"2025-11-21T15:46:35.047521Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
154.0,90.0,18.48,-74.67,-134.4747712954268
154.0,90.0,18.67,-81.33,-116.97364687579419
154.0,90.0,18.86,-69.7,125.72125084909553
154.0,90.0,19.05,-71.14,-175.7179574445912
154.0,90.0,19.24,-75.13,-164.74854424327486
154.0,90.0,19.43,-87.09,143.47422800403635
154.0,90.0,19.62,-76.79,-74.03275206326649
154.0,90.0,19.81,-82.01,-142.86843981970915
154.0,90.0,20.0,-78.11,125.946938610546
155.0,90.0,1.0,-68.12,43.13007790097302
155.0,90.0,1.19,-67.31,135.28508894171446
155.0,90.0,1.38,-54.07,-4.686157277086326
155.0,90.0,1.57,-39.7,-142.78224979805353
155.0,90.0,1.76,-36.75,66.42367680405168
155.0,90.0,1.95,-35.32,-93.65625651174388
155.0,90.0,2.14,-36.7,-164.95552818032968
155.0,90.0,2.33,-44.15,84.21891337978828
155.0,90.0,2.52,-43.34,48.974505160841616
155.0,90.0,2.71,-41.8,54.988468262454724
155.0,90.0,2.9,-33.86,-48.054691719155585
155.0,90.0,3.09,-33.8,-144.32011755516783
155.0,90.0,3.28,-36.39,159.02051674438997
155.0,90.0,3.47,-35.66,61.11456544331322
155.0,90.0,3.66,-41.37,0.8893436238320079
155.0,90.0,3.85,-44.43,-24.614029535654623
155.0,90.0,4.04,-46.63,-47.1155103585182
155.0,90.0,4.23,-39.83,-102.77126479817373
155.0,90.0,4.42,-38.05,-162.28064372845964
155.0,90.0,4.61,-39.02,108.57572281878589
155.0,90.0,4.8,-41.33,65.86667293541234
155.0,90.0,4.99,-40.54,21.73074847432729
155.0,90.0,5.18,-42.07,-48.411582914677254
155.0,90.0,5.37,-39.56,-79.73459734174686
155.0,90.0,5.56,-42.98,-140.27671186895992
155.0,90.0,5.75,-43.12,155.24099314721508
155.0,90.0,5.94,-44.46,94.16814042242234
155.0,90.0,6.13,-48.93,59.6835629899455
155.0,90.0,6.32,-48.13,17.082166606177168
155.0,90.0,6.51,-46.34,-29.618841690236902
155.0,90.0,6.7,-47.49,-87.74347541737622
155.0,90.0,6.89,-47.65,-155.69159770750227
155.0,90.0,7.08,-49.5,165.68699563385817
155.0,90.0,7.27,-50.54,113.9323182075264
155.0,90.0,7.46,-51.3,42.46474256684934
155.0,90.0,7.65,-52.88,-16.23479860818134
155.0,90.0,7.84,-57.0,-40.76021637087572
155.0,90.0,8.03,-58.18,-104.07558502099427
155.0,90.0,8.22,-55.55,-137.10010916151347
155.0,90.0,8.41,-57.43,154.16823923649386
155.0,90.0,8.6,-60.28,91.5948842135908
155.0,90.0,8.79,-62.98,87.4998546513097
155.0,90.0,8.98,-62.66,54.410897348931776
155.0,90.0,9.17,-65.42,-28.7585947549479
155.0,90.0,9.36,-67.0,-118.35150779273752
155.0,90.0,9.55,-69.05,167.2851120128464
155.0,90.0,9.74,-66.32,-168.2979882186895
155.0,90.0,9.93,-65.93,104.32400234417084
155.0,90.0,10.12,-62.54,-86.25370901737955
155.0,90.0,10.31,-61.62,148.13369473031662
155.0,90.0,10.5,-69.45,52.80773505611498
155.0,90.0,10.69,-71.84,86.97691002448302
155.0,90.0,10.88,-64.27,-11.310697870396869
155.0,90.0,11.07,-75.86,-124.7055936134384
155.0,90.0,11.26,-71.04,-164.60981844604956
155.0,90.0,11.45,-64.23,-155.7127689525836
155.0,90.0,11.64,-66.95,130.52385112939857
155.0,90.0,11.83,-67.1,140.01529832626744
155.0,90.0,12.02,-65.44,53.53677422341245
155.0,90.0,12.21,-63.54,-12.554081369917759
155.0,90.0,12.4,-59.81,-113.14592302663772
155.0,90.0,12.59,-64.26,-172.013182932577
155.0,90.0,12.78,-64.63,138.13557690413862
155.0,90.0,12.97,-70.33,84.25100821561627
155.0,90.0,13.16,-65.22,24.55074974963456
155.0,90.0,13.35,-66.45,-1.7036187895217023
155.0,90.0,13.54,-64.65,-86.61196626120807
155.0,90.0,13.73,-71.3,-164.28301606547652
155.0,90.0,13.92,-67.73,104.15385068572921
155.0,90.0,14.11,-72.33,85.27779137780716
155.0,90.0,14.3,-66.43,-16.778263890292347
155.0,90.0,14.49,-70.77,79.04682466855493
155.0,90.0,14.68,-70.88,-78.90666159852427
155.0,90.0,14.87,-71.47,-165.78122531063764
155.0,90.0,15.06,-64.15,132.65350346424145
155.0,90.0,15.25,-67.57,52.40653661473198
155.0,90.0,15.44,-68.69,-45.78400194862966
155.0,90.0,15.63,-64.93,-95.70861439759096
155.0,90.0,15.82,-66.66,-142.21770017635174
155.0,90.0,16.01,-70.66,120.48630155918474
155.0,90.0,16.2,-71.07,62.98142934501023
155.0,90.0,16.39,-69.94,41.183543256554415
155.0,90.0,16.58,-73.51,-144.5462136516968
155.0,90.0,16.77,-76.59,161.25762161452224
155.0,90.0,16.96,-67.81,81.36984651008422
155.0,90.0,17.15,-70.41,54.44223730217195
155.0,90.0,17.34,-81.86,61.04683180243645
155.0,90.0,17.53,-102.29,-146.90877498267199
155.0,90.0,17.72,-66.99,157.72715113660158
155.0,90.0,17.91,-82.23,89.56943570247913
155.0,90.0,18.1,-77.38,6.989058849123612
155.0,90.0,18.29,-77.47,-87.8535242347396
155.0,90.0,18.48,-79.37,-40.80670186145722
155.0,90.0,18.67,-70.78,171.8357706718757
155.0,90.0,18.86,-82.49,122.60747740608105
155.0,90.0,19.05,-71.98,77.30987837710781
155.0,90.0,19.24,-81.49,-51.58896508613766
155.0,90.0,19.43,-80.15,-138.68959033481966
155.0,90.0,19.62,-77.67,-163.40348300730085
155.0,90.0,19.81,-69.52,82.44495267743189
155.0,90.0,20.0,-79.51,23.177525796136898
156.0,90.0,1.0,-77.3,16.205055362036216
156.0,90.0,1.19,-74.52,127.80892057345513
156.0,90.0,1.38,-54.71,-6.757381229718039
156.0,90.0,1.57,-39.49,-146.62472143815472
156.0,90.0,1.76,-36.67,61.78279197019831
156.0,90.0,1.95,-35.16,-98.90832857750257
156.0,90.0,2.14,-36.88,-168.83772693041345
156.0,90.0,2.33,-44.32,81.95205178469992
156.0,90.0,2.52,-42.96,47.19727662969551
156.0,90.0,2.71,-41.62,48.37779939060509
156.0,90.0,2.9,-34.29,-53.735021305199055
156.0,90.0,3.09,-34.17,-146.22604630773782
156.0,90.0,3.28,-36.42,156.6085418036648
156.0,90.0,3.47,-35.66,59.56249583476149
156.0,90.0,3.66,-40.37,0.9507582634689322
156.0,90.0,3.85,-42.88,-34.60341310326793
156.0,90.0,4.04,-51.3,-74.30414873879123
156.0,90.0,4.23,-40.99,-107.13250943201697
156.0,90.0,4.42,-38.81,-162.03795429778577
156.0,90.0,4.61,-38.82,109.6272250416297
156.0,90.0,4.8,-40.5,62.609209852779294
156.0,90.0,4.99,-39.94,12.89461646603595
156.0,90.0,5.18,-42.22,-60.86170715059703
156.0,90.0,5.37,-41.21,-85.90506545218847
156.0,90.0,5.56,-43.59,-141.78165618762316
156.0,90.0,5.75,-42.85,152.1303556550201
156.0,90.0,5.94,-43.75,97.3553679543574
156.0,90.0,6.13,-46.65,56.45317414351177
156.0,90.0,6.32,-47.66,-3.7994723665974237
156.0,90.0,6.51,-46.68,-36.8986337359544
156.0,90.0,6.7,-47.45,-88.83064899521126
156.0,90.0,6.89,-47.05,-154.60513000773193
156.0,90.0,7.08,-47.39,158.2016008252296
156.0,90.0,7.27,-49.44,101.86904602699421
156.0,90.0,7.46,-51.01,38.19873335658528
156.0,90.0,7.65,-51.23,-20.612855571798328
156.0,90.0,7.84,-56.32,-55.150982984992304
156.0,90.0,8.03,-55.46,-119.3736790752235
156.0,90.0,8.22,-56.39,-134.97213007077676
156.0,90.0,8.41,-55.93,160.90265308169913
156.0,90.0,8.6,-53.92,84.41059903844736
156.0,90.0,8.79,-60.27,59.44357818434876
156.0,90.0,8.98,-65.99,21.8349310022226
156.0,90.0,9.17,-63.43,-54.583860556205174
156.0,90.0,9.36,-62.44,-82.57152313612973
156.0,90.0,9.55,-61.08,-156.63956546344468
156.0,90.0,9.74,-59.9,163.3114045158515
156.0,90.0,9.93,-62.42,53.80547628327418
156.0,90.0,10.12,-66.18,-78.62716284055223
156.0,90.0,10.31,-64.32,166.12734401734818
156.0,90.0,10.5,-72.03,89.00739374505676
156.0,90.0,10.69,-72.01,42.93530253809989
156.0,90.0,10.88,-71.84,-84.93593011657836
156.0,90.0,11.07,-66.29,117.49131452266144
156.0,90.0,11.26,-84.54,-29.168732775658306
156.0,90.0,11.45,-77.82,-155.81730813324114
156.0,90.0,11.64,-65.76,130.09504358354323
156.0,90.0,11.83,-72.89,83.35477537512544
156.0,90.0,12.02,-74.6,92.46741231680296
156.0,90.0,12.21,-74.52,27.913702169422237
156.0,90.0,12.4,-60.62,-80.48299124722894
156.0,90.0,12.59,-63.24,-132.75195458652357
156.0,90.0,12.78,-62.3,141.4101105886283
156.0,90.0,12.97,-68.55,76.62169222798416
156.0,90.0,13.16,-73.83,-25.707928581550068
156.0,90.0,13.35,-72.67,9.938772139654976
156.0,90.0,13.54,-70.47,-71.76953349671747
156.0,90.0,13.73,-64.16,173.20054349531574
156.0,90.0,13.92,-63.05,98.90232301860311
156.0,90.0,14.11,-66.13,64.397329136092
156.0,90.0,14.3,-65.98,-40.47822356836807
156.0,90.0,14.49,-72.14,132.31128291417784
156.0,90.0,14.68,-69.14,-66.45690457494493
156.0,90.0,14.87,-65.45,-165.05222541135885
156.0,90.0,15.06,-69.9,134.34069471630443
156.0,90.0,15.25,-67.62,80.78241590466433
156.0,90.0,15.44,-69.29,-31.58947476122027
156.0,90.0,15.63,-71.29,-43.538981459875934
156.0,90.0,15.82,-70.24,175.0258458486209
156.0,90.0,16.01,-70.75,123.9438513154346
156.0,90.0,16.2,-72.27,61.33293278161711
156.0,90.0,16.39,-71.62,33.49689359413105
156.0,90.0,16.58,-68.01,-132.50593237721495
156.0,90.0,16.77,-73.44,128.86712777710306
156.0,90.0,16.96,-69.62,93.92550441255129
156.0,90.0,17.15,-74.67,60.78831394252235
156.0,90.0,17.34,-76.12,89.23356357000203
156.0,90.0,17.53,-67.64,-111.67769063738952
156.0,90.0,17.72,-70.93,154.5727156056776
156.0,90.0,17.91,-75.21,79.34126776014253
156.0,90.0,18.1,-74.89,21.15848115255472
156.0,90.0,18.29,-72.2,-115.10091769332111
156.0,90.0,18.48,-89.73,35.632253585994135
156.0,90.0,18.67,-70.18,-145.64015631974146
156.0,90.0,18.86,-80.98,124.64149797127605
156.0,90.0,19.05,-84.03,-64.26954771143195
156.0,90.0,19.24,-74.08,-141.91341156406423
156.0,90.0,19.43,-73.18,126.47290730296602
156.0,90.0,19.62,-74.15,75.90863717894395
156.0,90.0,19.81,-70.68,-50.290318483560014
156.0,90.0,20.0,-73.65,38.869938395657826
157.0,90.0,1.0,-75.26,89.496629891275
157.0,90.0,1.19,-72.98,115.00035702494311
157.0,90.0,1.38,-53.85,-8.873280416080172
157.0,90.0,1.57,-39.1,-151.28584952452917
157.0,90.0,1.76,-36.66,56.9161721972574
157.0,90.0,1.95,-35.06,-103.71839775332957
157.0,90.0,2.14,-37.43,-172.57850205670616
157.0,90.0,2.33,-44.98,79.2284985380355
157.0,90.0,2.52,-42.74,44.34740613593057
157.0,90.0,2.71,-41.32,42.277000983023605
157.0,90.0,2.9,-34.88,-59.7925090172237
157.0,90.0,3.09,-34.76,-148.78636912308522
157.0,90.0,3.28,-36.57,154.1217316762514
157.0,90.0,3.47,-35.95,58.33258390151327
157.0,90.0,3.66,-39.69,2.394616947336078
157.0,90.0,3.85,-41.27,-39.1879493667587
157.0,90.0,4.04,-49.91,-112.26764225955941
157.0,90.0,4.23,-42.53,-115.41542453192301
157.0,90.0,4.42,-40.07,-166.45254698090213
157.0,90.0,4.61,-39.19,110.42100496175019
157.0,90.0,4.8,-39.9,60.760563379327266
157.0,90.0,4.99,-39.07,6.9433217169652455
157.0,90.0,5.18,-41.06,-68.45611131748679
157.0,90.0,5.37,-42.37,-98.66670151830279
157.0,90.0,5.56,-44.37,-149.6051455887596
157.0,90.0,5.75,-43.6,155.04296767599612
157.0,90.0,5.94,-43.79,104.12820266451821
157.0,90.0,6.13,-45.25,58.19776777091271
157.0,90.0,6.32,-45.81,-11.235862471232766
157.0,90.0,6.51,-46.16,-50.657001855958875
157.0,90.0,6.7,-47.92,-97.44382679269663
157.0,90.0,6.89,-47.46,-157.8143773300639
157.0,90.0,7.08,-46.84,162.07744534756586
157.0,90.0,7.27,-47.6,99.99839617633805
157.0,90.0,7.46,-49.74,37.50604804018402
157.0,90.0,7.65,-48.6,-21.97453210845968
157.0,90.0,7.84,-53.54,-73.46760349604261
157.0,90.0,8.03,-53.26,-132.8867850629723
157.0,90.0,8.22,-56.53,-147.44058488573674
157.0,90.0,8.41,-55.74,153.83386259765498
157.0,90.0,8.6,-53.37,96.08586200039043
157.0,90.0,8.79,-56.98,53.191070739968346
157.0,90.0,8.98,-61.74,-2.0799991180721213
157.0,90.0,9.17,-65.13,-59.33331092428074
157.0,90.0,9.36,-59.75,-70.71323966002777
157.0,90.0,9.55,-58.57,-151.1904809180207
157.0,90.0,9.74,-58.73,149.46448628117577
157.0,90.0,9.93,-63.16,60.5439958573274
157.0,90.0,10.12,-65.59,-26.467694888290662
157.0,90.0,10.31,-72.63,-140.33926207236058
157.0,90.0,10.5,-64.68,158.79606665231756
157.0,90.0,10.69,-70.18,-29.01557869104277
157.0,90.0,10.88,-68.93,-84.83058666569315
157.0,90.0,11.07,-64.54,118.12519156265665
157.0,90.0,11.26,-67.93,42.80654118061974
157.0,90.0,11.45,-69.1,-96.59785591939105
157.0,90.0,11.64,-68.64,172.01979560641018
157.0,90.0,11.83,-67.06,122.76345652149395
157.0,90.0,12.02,-73.38,116.70811092739545
157.0,90.0,12.21,-74.6,0.9816097583160215
157.0,90.0,12.4,-64.95,-71.24711332486154
157.0,90.0,12.59,-70.73,-137.395255323606
157.0,90.0,12.78,-63.29,144.25728131631237
157.0,90.0,12.97,-69.39,73.22049134779503
157.0,90.0,13.16,-71.26,29.294763997782336
157.0,90.0,13.35,-66.09,-44.19761741207703
157.0,90.0,13.54,-71.31,-100.50477013146707
157.0,90.0,13.73,-71.5,123.39318447049483
157.0,90.0,13.92,-71.55,114.9057639219912
157.0,90.0,14.11,-64.41,115.65205330482812
157.0,90.0,14.3,-69.81,-8.05549613030018
157.0,90.0,14.49,-75.44,66.09219156246101
157.0,90.0,14.68,-67.68,-80.15717256318948
157.0,90.0,14.87,-71.57,-164.7147444094187
157.0,90.0,15.06,-65.85,106.7365409546262
157.0,90.0,15.25,-71.24,67.23234774268958
157.0,90.0,15.44,-66.47,-28.49559213378255
157.0,90.0,15.63,-67.7,-99.17285113961135
157.0,90.0,15.82,-81.04,179.4034747911709
157.0,90.0,16.01,-71.2,76.10714214988755
157.0,90.0,16.2,-67.01,39.05457921761901
157.0,90.0,16.39,-71.95,35.94445094185468
157.0,90.0,16.58,-69.21,-83.98842874064077
157.0,90.0,16.77,-70.4,158.38593972540917
157.0,90.0,16.96,-70.27,56.68081688447083
157.0,90.0,17.15,-74.25,103.53805333534042
157.0,90.0,17.34,-73.53,-82.95675562275488
157.0,90.0,17.53,-69.1,170.66826305972174
157.0,90.0,17.72,-72.91,157.74688364259728
157.0,90.0,17.91,-73.22,151.8186214025553
157.0,90.0,18.1,-66.7,22.24282929983344
157.0,90.0,18.29,-69.17,-82.86042980763847
157.0,90.0,18.48,-67.07,171.17915754947012
157.0,90.0,18.67,-71.25,143.37152698006744
157.0,90.0,18.86,-78.48,-33.17873492749472
157.0,90.0,19.05,-75.49,-156.11279635279053
157.0,90.0,19.24,-72.44,-166.14130595413212
157.0,90.0,19.43,-80.21,73.13683777749547
157.0,90.0,19.62,-72.32,-1.2766184302770602
157.0,90.0,19.81,-69.28,-29.769161841393835
157.0,90.0,20.0,-76.22,112.55014119245048
158.0,90.0,1.0,-80.75,79.79188937847363
158.0,90.0,1.19,-71.49,135.2920927324553
158.0,90.0,1.38,-53.68,-12.755554466235365
158.0,90.0,1.57,-38.83,-153.46541299397148
158.0,90.0,1.76,-36.52,51.229431022664215
158.0,90.0,1.95,-34.88,-109.01658996432653
158.0,90.0,2.14,-37.83,-177.23560868350427
158.0,90.0,2.33,-45.64,76.31402303218042
158.0,90.0,2.52,-42.62,43.65951651497424
158.0,90.0,2.71,-40.83,34.37241230914851
158.0,90.0,2.9,-35.45,-67.86590076656029
158.0,90.0,3.09,-35.3,-153.4104175495467
158.0,90.0,3.28,-36.97,149.4763130705281
158.0,90.0,3.47,-36.46,56.209193273017064
158.0,90.0,3.66,-39.48,3.733704190104623
158.0,90.0,3.85,-40.56,-39.33394238522019
158.0,90.0,4.04,-46.19,-129.9337956895308
158.0,90.0,4.23,-43.6,-130.10354736186716
158.0,90.0,4.42,-41.96,-174.11681034306795
158.0,90.0,4.61,-40.26,111.08737726280654
158.0,90.0,4.8,-39.96,62.27882603608617
158.0,90.0,4.99,-38.57,4.564498826815932
158.0,90.0,5.18,-40.02,-70.81929247579852
158.0,90.0,5.37,-41.84,-112.54199482933974
158.0,90.0,5.56,-44.56,-162.22538000934966
158.0,90.0,5.75,-45.05,151.63572065786616
158.0,90.0,5.94,-43.99,107.54857359046325
158.0,90.0,6.13,-44.5,58.290794663780765
158.0,90.0,6.32,-44.4,-11.3213307312725
158.0,90.0,6.51,-44.97,-63.64695718821122
158.0,90.0,6.7,-48.05,-111.62718167254833
158.0,90.0,6.89,-48.09,-164.84900554506768
158.0,90.0,7.08,-47.07,164.37624795055342
158.0,90.0,7.27,-46.89,101.31306781298197
158.0,90.0,7.46,-48.6,35.02266331185109
158.0,90.0,7.65,-47.02,-20.788468091891485
158.0,90.0,7.84,-51.5,-79.89164098531064
158.0,90.0,8.03,-51.0,-139.37690837933425
158.0,90.0,8.22,-57.76,-170.29828580155407
158.0,90.0,8.41,-55.05,149.76247195458652
158.0,90.0,8.6,-55.6,99.08323426873274
158.0,90.0,8.79,-55.51,45.1877602163529
158.0,90.0,8.98,-60.66,2.263985394273783
158.0,90.0,9.17,-59.83,-51.44490685118447
158.0,90.0,9.36,-61.71,-87.91977179001707
158.0,90.0,9.55,-56.35,-171.64173203915217
158.0,90.0,9.74,-57.68,125.34760014501532
158.0,90.0,9.93,-62.8,84.70373058696927
158.0,90.0,10.12,-62.4,39.39862392288063
158.0,90.0,10.31,-64.57,-52.66288703086189
158.0,90.0,10.5,-67.32,-157.7166305842599
158.0,90.0,10.69,-74.89,-169.22763390657013
158.0,90.0,10.88,-73.32,130.31546277583166
158.0,90.0,11.07,-66.35,106.7629897503938
158.0,90.0,11.26,-73.64,11.839935494018377
158.0,90.0,11.45,-65.02,-24.08231261483507
158.0,90.0,11.64,-72.06,-154.71074014338708
158.0,90.0,11.83,-63.86,148.88169878280064
158.0,90.0,12.02,-66.03,57.74768993591103
158.0,90.0,12.21,-86.92,-89.71361988419675
158.0,90.0,12.4,-75.55,-94.57429520338245
158.0,90.0,12.59,-84.9,134.9567631227145
158.0,90.0,12.78,-70.75,135.09622329694514
158.0,90.0,12.97,-68.94,77.963884485625
158.0,90.0,13.16,-66.87,68.30721506486304
158.0,90.0,13.35,-70.97,-13.130080100954578
158.0,90.0,13.54,-89.97,-65.43734501818457
158.0,90.0,13.73,-73.22,133.17612268214563
158.0,90.0,13.92,-73.27,92.68493617851763
158.0,90.0,14.11,-68.54,113.58162462647483
158.0,90.0,14.3,-75.2,2.323361984898401
158.0,90.0,14.49,-74.12,111.83837348352763
158.0,90.0,14.68,-82.14,-40.466110511379334
158.0,90.0,14.87,-66.07,-153.07480237207758
158.0,90.0,15.06,-65.75,110.33564496625303
158.0,90.0,15.25,-65.99,43.850790083842185
158.0,90.0,15.44,-74.05,-56.55083808131133
158.0,90.0,15.63,-79.67,-107.00534408233295
158.0,90.0,15.82,-76.87,-176.76768114525535
158.0,90.0,16.01,-70.78,115.84591981101248
158.0,90.0,16.2,-68.89,68.36051490935044
158.0,90.0,16.39,-71.76,-17.686266342610814
158.0,90.0,16.58,-68.71,-122.30132738041803
158.0,90.0,16.77,-67.1,127.43229346154646
158.0,90.0,16.96,-66.55,84.93694160382253
158.0,90.0,17.15,-75.32,23.020642128547866
158.0,90.0,17.34,-70.3,-75.37670873140011
158.0,90.0,17.53,-69.1,176.24936994667203
158.0,90.0,17.72,-81.94,-165.34249937043745
158.0,90.0,17.91,-71.24,91.81226454349678
158.0,90.0,18.1,-66.82,22.087878095447877
158.0,90.0,18.29,-68.49,-85.06895612620659
158.0,90.0,18.48,-71.86,-171.73641584176758
158.0,90.0,18.67,-72.4,97.96420854438047
158.0,90.0,18.86,-77.32,120.17332929314978
158.0,90.0,19.05,-75.6,-127.71727994463868
158.0,90.0,19.24,-73.41,-147.78097246940433
158.0,90.0,19.43,-81.1,16.272680036209138
158.0,90.0,19.62,-74.33,-45.673358696237784
158.0,90.0,19.81,-73.5,-81.68066811941691
158.0,90.0,20.0,-72.81,-172.2139807070352
159.0,90.0,1.0,-73.73,8.2895301182942
159.0,90.0,1.19,-72.43,156.1177005907284
159.0,90.0,1.38,-53.54,-10.180326464962322
159.0,90.0,1.57,-38.49,-156.71318254699818
159.0,90.0,1.76,-36.33,47.431140117459506
159.0,90.0,1.95,-34.8,-114.11492126853587
159.0,90.0,2.14,-38.41,178.64267423219633
159.0,90.0,2.33,-45.6,71.5700277239314
159.0,90.0,2.52,-42.76,42.27093463312104
159.0,90.0,2.71,-40.59,28.461499467265998
159.0,90.0,2.9,-35.84,-76.89485872138759
159.0,90.0,3.09,-35.86,-159.01030673256676
159.0,90.0,3.28,-37.2,144.61755490162804
159.0,90.0,3.47,-37.22,51.71628022842688
159.0,90.0,3.66,-39.86,3.3716563443514223
159.0,90.0,3.85,-39.87,-36.973650488330094
159.0,90.0,4.04,-43.33,-131.23414306179242
159.0,90.0,4.23,-43.65,-149.9802862292103
159.0,90.0,4.42,-42.82,170.4829340062731
159.0,90.0,4.61,-41.52,108.19446274774187
159.0,90.0,4.8,-40.73,64.2668207413036
159.0,90.0,4.99,-38.57,3.3355885947015236
159.0,90.0,5.18,-39.31,-71.43915077226241
159.0,90.0,5.37,-40.44,-120.93392450955417
159.0,90.0,5.56,-43.35,-178.11401104494993
159.0,90.0,5.75,-46.77,136.87128509440197
159.0,90.0,5.94,-44.97,108.97637031129715
159.0,90.0,6.13,-44.57,58.62627025007992
159.0,90.0,6.32,-43.49,-12.79299955494647
159.0,90.0,6.51,-43.81,-68.97650173818089
159.0,90.0,6.7,-47.14,-122.59697277568434
159.0,90.0,6.89,-48.43,-177.6686422949208
159.0,90.0,7.08,-48.13,167.07021878345245
159.0,90.0,7.27,-46.82,101.47667836769809
159.0,90.0,7.46,-47.45,32.10827876295261
159.0,90.0,7.65,-45.8,-23.470840862781646
159.0,90.0,7.84,-49.57,-82.49716419112713
159.0,90.0,8.03,-48.86,-141.73993404992055
159.0,90.0,8.22,-54.29,162.6808540350108
159.0,90.0,8.41,-54.88,144.32966251462523
159.0,90.0,8.6,-54.45,87.09715517759946
159.0,90.0,8.79,-54.55,40.82818349589216
159.0,90.0,8.98,-57.96,-11.122212541396122
159.0,90.0,9.17,-56.53,-48.00845951401429
159.0,90.0,9.36,-55.77,-115.87412918737725
159.0,90.0,9.55,-55.27,-179.361473800378
159.0,90.0,9.74,-57.0,121.20226351741348
159.0,90.0,9.93,-64.88,71.61942252798369
159.0,90.0,10.12,-61.86,13.620657179552305
159.0,90.0,10.31,-60.59,-28.826372034544697
159.0,90.0,10.5,-59.74,-125.06294696802662
159.0,90.0,10.69,-62.88,-151.76930282130724
159.0,90.0,10.88,-65.01,135.98527020549113
159.0,90.0,11.07,-62.85,84.95319331558146
159.0,90.0,11.26,-68.69,30.80010909574403
159.0,90.0,11.45,-73.36,16.573804581342657
159.0,90.0,11.64,-69.39,-93.05315528516573
159.0,90.0,11.83,-63.39,-177.48796774482858
159.0,90.0,12.02,-62.19,103.71628516154946
159.0,90.0,12.21,-76.19,133.85376935506432
159.0,90.0,12.4,-73.12,-50.381731600749134
159.0,90.0,12.59,-70.59,-128.16644839181154
159.0,90.0,12.78,-79.99,118.18381377647506
159.0,90.0,12.97,-70.8,157.70113429800756
159.0,90.0,13.16,-74.32,80.8752907209079
159.0,90.0,13.35,-70.83,-0.22825385506052603
159.0,90.0,13.54,-72.47,-46.788597115912516
159.0,90.0,13.73,-69.8,-179.18188358904695
159.0,90.0,13.92,-71.11,107.39778018131587
159.0,90.0,14.11,-62.96,102.00632512178817
159.0,90.0,14.3,-72.26,-39.83025015603469
159.0,90.0,14.49,-79.22,-173.3857529416763
159.0,90.0,14.68,-72.5,-33.73335912771268
159.0,90.0,14.87,-65.89,-171.3140552229286
159.0,90.0,15.06,-65.39,147.11530819997117
159.0,90.0,15.25,-71.7,42.512902812994824
159.0,90.0,15.44,-83.62,144.12331259063563
159.0,90.0,15.63,-71.21,-87.23637673025716
159.0,90.0,15.82,-67.58,-175.87316647029598
159.0,90.0,16.01,-66.74,81.10913895833252
159.0,90.0,16.2,-67.71,79.97298888284757
159.0,90.0,16.39,-71.22,44.84916551023178
159.0,90.0,16.58,-73.28,-153.46890213688482
159.0,90.0,16.77,-73.87,123.12535883999058
159.0,90.0,16.96,-72.45,88.5823225418407
159.0,90.0,17.15,-68.72,49.076525508257554
159.0,90.0,17.34,-70.14,-22.08453379833316
159.0,90.0,17.53,-65.88,-121.48662332860992
159.0,90.0,17.72,-71.43,143.66845825112725
159.0,90.0,17.91,-70.44,93.18256079073858
159.0,90.0,18.1,-69.23,27.045998472427527
159.0,90.0,18.29,-65.07,-103.82934448800114
159.0,90.0,18.48,-70.29,140.19366099539457
159.0,90.0,18.67,-71.98,68.03117393028809
159.0,90.0,18.86,-88.39,-21.713806529556383
159.0,90.0,19.05,-69.56,-116.5368947204291
159.0,90.0,19.24,-73.45,-145.92045959302664
159.0,90.0,19.43,-70.83,137.50107204898728
159.0,90.0,19.62,-70.13,22.100162600274132
159.0,90.0,19.81,-71.63,-30.054702167877373
159.0,90.0,20.0,-73.15,-158.70164013616326
160.0,90.0,1.0,-72.33,35.599249383120416
160.0,90.0,1.19,-70.26,102.57139183880842
160.0,90.0,1.38,-53.31,-14.788960342175283
160.0,90.0,1.57,-38.33,-158.35795023565834
160.0,90.0,1.76,-36.1,42.8210927802186
160.0,90.0,1.95,-34.46,-119.98585923643152
160.0,90.0,2.14,-39.02,172.87785449045452
160.0,90.0,2.33,-45.29,67.04899185164297
160.0,90.0,2.52,-42.97,40.02777367037031
160.0,90.0,2.71,-40.32,22.852355816304346
160.0,90.0,2.9,-36.05,-84.12965845815103
160.0,90.0,3.09,-36.16,-164.90777683847153
160.0,90.0,3.28,-37.52,139.4350425557405
160.0,90.0,3.47,-37.89,46.63892203053424
160.0,90.0,3.66,-40.48,1.843697994919119
160.0,90.0,3.85,-40.01,-35.53063738979253
160.0,90.0,4.04,-41.37,-128.04350101224864
160.0,90.0,4.23,-42.41,-162.49148638026455
160.0,90.0,4.42,-42.65,157.3236224727558
160.0,90.0,4.61,-43.08,97.10071600763354
160.0,90.0,4.8,-41.73,62.068195159351035
160.0,90.0,4.99,-38.68,3.981702402297677
