# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 11:42:24","created_utc":"2025-11-21T16:42:24.109890Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
101.0,90.0,14.3,-68.49,82.39692226128305
101.0,90.0,14.49,-77.76,86.01390004573759
101.0,90.0,14.68,-67.62,113.7632068514573
101.0,90.0,14.87,-75.48,29.323921938501897
101.0,90.0,15.06,-77.44,-65.55665450192649
101.0,90.0,15.25,-69.5,171.51881223699027
101.0,90.0,15.44,-65.99,159.33644493174393
101.0,90.0,15.63,-67.15,133.982626886388
101.0,90.0,15.82,-78.54,124.78177587503616
101.0,90.0,16.01,-76.32,31.922947652511453
101.0,90.0,16.2,-78.07,74.60982787093326
101.0,90.0,16.39,-73.4,-66.68384198769023
101.0,90.0,16.58,-75.51,-77.5223068535096
101.0,90.0,16.77,-72.87,-108.64151669685563
101.0,90.0,16.96,-72.83,-151.53486683864676
101.0,90.0,17.15,-83.71,127.94596463826626
101.0,90.0,17.34,-76.12,154.66013582435394
101.0,90.0,17.53,-79.38,3.9982894765553962
101.0,90.0,17.72,-80.39,-61.73256564139709
101.0,90.0,17.91,-80.53,19.92590186106892
101.0,90.0,18.1,-78.02,158.4560870344443
101.0,90.0,18.29,-68.58,-155.7094661656534
101.0,90.0,18.48,-77.81,7.295680011233297
101.0,90.0,18.67,-80.6,98.5028934857049
101.0,90.0,18.86,-69.87,128.47744645355883
101.0,90.0,19.05,-74.1,55.41795419541624
101.0,90.0,19.24,-82.08,108.41074334601453
101.0,90.0,19.43,-76.8,-157.76576950188928
101.0,90.0,19.62,-79.21,150.11622841814236
101.0,90.0,19.81,-72.32,146.7334984523387
101.0,90.0,20.0,-89.36,124.0932698525839
102.0,90.0,1.0,-71.13,22.88352344268227
102.0,90.0,1.19,-74.59,151.8954952205362
102.0,90.0,1.38,-62.12,78.1256973071181
102.0,90.0,1.57,-56.03,-102.15463156325298
102.0,90.0,1.76,-44.24,-165.93835208070064
102.0,90.0,1.95,-42.05,179.46666625116583
102.0,90.0,2.14,-44.7,33.693533614022385
102.0,90.0,2.33,-43.69,-57.61697963701871
102.0,90.0,2.52,-51.62,-77.25341290666069
102.0,90.0,2.71,-58.06,-64.23829159705991
102.0,90.0,2.9,-46.61,-88.70665897802675
102.0,90.0,3.09,-46.4,-166.70068470872664
102.0,90.0,3.28,-51.61,164.45166561830453
102.0,90.0,3.47,-46.62,-152.4141821540444
102.0,90.0,3.66,-50.39,160.22924045236107
102.0,90.0,3.85,-50.09,121.02180925607412
102.0,90.0,4.04,-49.93,97.05843516549388
102.0,90.0,4.23,-49.09,56.15433000854805
102.0,90.0,4.42,-48.37,54.91515908084488
102.0,90.0,4.61,-47.99,21.227519020933908
102.0,90.0,4.8,-49.11,-12.75385904927407
102.0,90.0,4.99,-48.22,-64.44893045622129
102.0,90.0,5.18,-55.24,-120.37786806866904
102.0,90.0,5.37,-58.44,85.46554319800389
102.0,90.0,5.56,-52.73,-105.63047863197582
102.0,90.0,5.75,-56.18,-159.81398423106845
102.0,90.0,5.94,-59.85,-174.57697879272018
102.0,90.0,6.13,-58.06,170.00704226490754
102.0,90.0,6.32,-65.47,101.00641429699678
102.0,90.0,6.51,-66.55,117.31853700592583
102.0,90.0,6.7,-60.51,68.10715124566882
102.0,90.0,6.89,-70.45,78.65566107901867
102.0,90.0,7.08,-61.49,43.666294112720145
102.0,90.0,7.27,-68.11,7.396177947246621
102.0,90.0,7.46,-64.16,1.9741297192784109
102.0,90.0,7.65,-56.43,-45.4654994979108
102.0,90.0,7.84,-80.75,-20.464031617186485
102.0,90.0,8.03,-73.01,-130.2276261940151
102.0,90.0,8.22,-60.2,-98.40159641133128
102.0,90.0,8.41,-58.35,-124.92511616948478
102.0,90.0,8.6,-56.65,-131.80811382861336
102.0,90.0,8.79,-59.23,-166.24209810244267
102.0,90.0,8.98,-63.31,134.31082380009937
102.0,90.0,9.17,-59.71,114.98998880087072
102.0,90.0,9.36,-62.92,123.42342965793972
102.0,90.0,9.55,-61.0,61.310661870725085
102.0,90.0,9.74,-63.65,80.14331226575779
102.0,90.0,9.93,-70.14,53.017296653326916
102.0,90.0,10.12,-67.69,-36.20659754326502
102.0,90.0,10.31,-65.88,-35.59700029899051
102.0,90.0,10.5,-72.24,-83.01458366486159
102.0,90.0,10.69,-66.96,-47.29456306290185
102.0,90.0,10.88,-66.98,-159.6892465300977
102.0,90.0,11.07,-72.27,170.20516848837042
102.0,90.0,11.26,-79.01,-87.03816109878399
102.0,90.0,11.45,-73.07,-154.6779000188538
102.0,90.0,11.64,-69.26,175.20557594354798
102.0,90.0,11.83,-70.86,111.14496355720081
102.0,90.0,12.02,-67.35,47.86309701484252
102.0,90.0,12.21,-63.97,70.47676240904204
102.0,90.0,12.4,-67.73,65.97117436243012
102.0,90.0,12.59,-82.78,-10.9045397289306
102.0,90.0,12.78,-70.63,173.98658674457272
102.0,90.0,12.97,-72.86,-173.73003416210943
102.0,90.0,13.16,-70.92,-177.12669600420807
102.0,90.0,13.35,-67.92,-162.48628825053197
102.0,90.0,13.54,-69.98,167.93481901508545
102.0,90.0,13.73,-71.07,126.79163460733216
102.0,90.0,13.92,-69.28,44.74921676371818
102.0,90.0,14.11,-73.16,59.67471698038547
102.0,90.0,14.3,-74.21,-5.744386491875325
102.0,90.0,14.49,-74.5,-166.012606095559
102.0,90.0,14.68,-71.77,74.11484563108911
102.0,90.0,14.87,-80.53,-82.59089594003832
102.0,90.0,15.06,-70.87,-116.90533701086609
102.0,90.0,15.25,-69.49,171.48753926271146
102.0,90.0,15.44,-75.27,166.4404873224239
102.0,90.0,15.63,-71.24,110.78018733580748
102.0,90.0,15.82,-80.37,-92.08486643602566
102.0,90.0,16.01,-72.1,10.522612936378867
102.0,90.0,16.2,-93.68,40.18217870414336
102.0,90.0,16.39,-68.2,-119.93636951199413
102.0,90.0,16.58,-80.93,-142.69582417324082
102.0,90.0,16.77,-76.74,164.05934665552223
102.0,90.0,16.96,-70.95,144.16360297895733
102.0,90.0,17.15,-87.51,28.494174577776235
102.0,90.0,17.34,-80.22,46.02609516349819
102.0,90.0,17.53,-75.48,80.07559623706888
102.0,90.0,17.72,-75.04,-84.87573229104606
102.0,90.0,17.91,-73.88,138.75292880186782
102.0,90.0,18.1,-70.75,107.06013638298855
102.0,90.0,18.29,-72.51,149.6463005787604
102.0,90.0,18.48,-73.59,110.9885468167268
102.0,90.0,18.67,-80.83,-150.79858789677442
102.0,90.0,18.86,-85.17,-176.90878372787884
102.0,90.0,19.05,-76.04,138.9630256848871
102.0,90.0,19.24,-74.31,-124.10726948057648
102.0,90.0,19.43,-70.59,175.98928023371207
102.0,90.0,19.62,-74.56,-175.2960020397888
102.0,90.0,19.81,-78.6,86.46510187373946
102.0,90.0,20.0,-80.56,-19.04428287528121
103.0,90.0,1.0,-69.2,68.50247947716977
103.0,90.0,1.19,-68.57,130.34117433653628
103.0,90.0,1.38,-66.32,109.71637115552583
103.0,90.0,1.57,-55.19,-108.20816687669164
103.0,90.0,1.76,-44.12,-171.75967643970318
103.0,90.0,1.95,-42.52,173.62376640369666
103.0,90.0,2.14,-44.22,24.852649900257852
103.0,90.0,2.33,-43.12,-64.72091149353311
103.0,90.0,2.52,-51.35,-90.63150460934351
103.0,90.0,2.71,-58.77,-79.99401729976076
103.0,90.0,2.9,-46.94,-102.3300529985927
103.0,90.0,3.09,-46.35,-169.67233789449656
103.0,90.0,3.28,-50.34,154.19649355606452
103.0,90.0,3.47,-48.67,-164.42807157076027
103.0,90.0,3.66,-50.01,144.86601823832223
103.0,90.0,3.85,-50.46,109.09907677804242
103.0,90.0,4.04,-49.99,74.23923806516157
103.0,90.0,4.23,-48.68,44.22226346127482
103.0,90.0,4.42,-47.63,39.02604137928573
103.0,90.0,4.61,-49.81,2.8674238361535274
103.0,90.0,4.8,-50.98,-28.14421368821773
103.0,90.0,4.99,-48.03,-74.69843348078557
103.0,90.0,5.18,-53.09,-132.49026438767794
103.0,90.0,5.37,-57.04,123.76870164961808
103.0,90.0,5.56,-52.39,-123.03474474996672
103.0,90.0,5.75,-55.17,172.78737679592496
103.0,90.0,5.94,-60.06,176.49046472391439
103.0,90.0,6.13,-56.98,154.1043701848094
103.0,90.0,6.32,-65.04,72.79333664904787
103.0,90.0,6.51,-65.07,112.38122932289562
103.0,90.0,6.7,-62.66,55.992615102306004
103.0,90.0,6.89,-66.84,1.5711255785174358
103.0,90.0,7.08,-63.57,28.329696917784016
103.0,90.0,7.27,-65.8,-44.71870636542777
103.0,90.0,7.46,-67.92,-26.740833132795085
103.0,90.0,7.65,-57.37,-57.85218953548192
103.0,90.0,7.84,-67.04,-118.32764524800342
103.0,90.0,8.03,-69.25,171.50167596587102
103.0,90.0,8.22,-58.64,-118.23172846377132
103.0,90.0,8.41,-57.33,-144.25617330837292
103.0,90.0,8.6,-59.88,-152.0583313866456
103.0,90.0,8.79,-60.48,154.48601830135627
103.0,90.0,8.98,-60.52,97.86567499433126
103.0,90.0,9.17,-59.5,97.37165439407703
103.0,90.0,9.36,-59.92,85.96262517252788
103.0,90.0,9.55,-60.78,54.80929115847231
103.0,90.0,9.74,-65.83,58.7851866439197
103.0,90.0,9.93,-77.83,38.86136852090417
103.0,90.0,10.12,-63.28,-41.412167804698456
103.0,90.0,10.31,-68.46,-86.33669324869385
103.0,90.0,10.5,-71.58,-138.1517114162501
103.0,90.0,10.69,-75.3,-110.19030676789541
103.0,90.0,10.88,-66.78,-170.59240459100903
103.0,90.0,11.07,-72.17,131.71900860128227
103.0,90.0,11.26,-75.5,158.8434978407586
103.0,90.0,11.45,-70.43,-152.76634761684033
103.0,90.0,11.64,-65.84,126.43084428974373
103.0,90.0,11.83,-79.68,69.88544675951658
103.0,90.0,12.02,-66.98,73.662251508082
103.0,90.0,12.21,-65.61,47.71053454864392
103.0,90.0,12.4,-74.94,120.10542056572716
103.0,90.0,12.59,-72.48,-106.98976545793727
103.0,90.0,12.78,-68.81,168.97160147033372
103.0,90.0,12.97,-66.55,-152.80740868622385
103.0,90.0,13.16,-67.49,-148.54395994056435
103.0,90.0,13.35,-68.38,146.63841304610318
103.0,90.0,13.54,-77.81,121.04912755446313
103.0,90.0,13.73,-72.02,69.29607979384971
103.0,90.0,13.92,-69.32,25.021012970596143
103.0,90.0,14.11,-71.19,41.013889271578876
103.0,90.0,14.3,-75.15,-34.01876109972675
103.0,90.0,14.49,-75.19,101.79856358860741
103.0,90.0,14.68,-72.76,-31.993673483076094
103.0,90.0,14.87,-70.69,-94.35985070489919
103.0,90.0,15.06,-70.68,-162.67887722439733
103.0,90.0,15.25,-67.56,157.74428351084308
103.0,90.0,15.44,-71.51,27.564608003040508
103.0,90.0,15.63,-71.86,8.842482893727519
103.0,90.0,15.82,-67.08,-65.1982551783951
103.0,90.0,16.01,-68.11,-46.919193119484994
103.0,90.0,16.2,-71.36,-82.06997759783218
103.0,90.0,16.39,-87.12,-106.79005045393161
103.0,90.0,16.58,-82.99,-18.541055203023344
103.0,90.0,16.77,-78.6,154.61337723665582
103.0,90.0,16.96,-72.74,83.6548329879161
103.0,90.0,17.15,-75.95,45.108408982138556
103.0,90.0,17.34,-73.76,43.83366792238326
103.0,90.0,17.53,-82.53,129.83778339207177
103.0,90.0,17.72,-73.08,-168.54479080606436
103.0,90.0,17.91,-75.14,-119.8274606441294
103.0,90.0,18.1,-73.28,150.1427954044737
103.0,90.0,18.29,-72.22,119.82413668456955
103.0,90.0,18.48,-75.88,-125.17293167590398
103.0,90.0,18.67,-75.65,-76.88334066155478
103.0,90.0,18.86,-74.31,74.42167950484689
103.0,90.0,19.05,-71.55,-179.80610105579095
103.0,90.0,19.24,-77.22,145.56600388031626
103.0,90.0,19.43,-78.55,76.38636281806998
103.0,90.0,19.62,-78.65,76.39680431244251
103.0,90.0,19.81,-75.48,147.17138973703337
103.0,90.0,20.0,-75.2,88.31143526746418
104.0,90.0,1.0,-82.82,46.94565890132064
104.0,90.0,1.19,-71.85,-171.95567153907768
104.0,90.0,1.38,-64.6,61.287881332383634
104.0,90.0,1.57,-54.04,-126.28691421602741
104.0,90.0,1.76,-43.49,-175.13375469654864
104.0,90.0,1.95,-43.07,166.09814111537327
104.0,90.0,2.14,-43.93,18.868785664681827
104.0,90.0,2.33,-42.25,-71.13814721358897
104.0,90.0,2.52,-51.4,-107.82318438116948
104.0,90.0,2.71,-59.25,-107.80116556208804
104.0,90.0,2.9,-46.63,-112.72628898415765
104.0,90.0,3.09,-46.7,-177.15530411553914
104.0,90.0,3.28,-48.29,150.24611393481337
104.0,90.0,3.47,-51.27,-170.55118340417627
104.0,90.0,3.66,-49.4,134.11890507782948
104.0,90.0,3.85,-49.9,94.56829001832509
104.0,90.0,4.04,-50.25,51.51142744300544
104.0,90.0,4.23,-49.1,26.9992212219197
104.0,90.0,4.42,-48.18,23.335376125991065
104.0,90.0,4.61,-52.75,-21.223010357349164
104.0,90.0,4.8,-53.91,-52.42740683129597
104.0,90.0,4.99,-47.89,-89.72981259974397
104.0,90.0,5.18,-51.04,-146.80369988520874
104.0,90.0,5.37,-55.34,133.24909357498663
104.0,90.0,5.56,-53.19,-133.0952029269453
104.0,90.0,5.75,-54.66,156.02578289511496
104.0,90.0,5.94,-63.76,135.73111366309615
104.0,90.0,6.13,-56.6,129.34094765344062
104.0,90.0,6.32,-62.6,39.36119657089022
104.0,90.0,6.51,-69.98,94.49824197255016
104.0,90.0,6.7,-61.78,58.88356562681042
104.0,90.0,6.89,-63.43,1.4354774186534667
104.0,90.0,7.08,-62.77,-7.359477728719398
104.0,90.0,7.27,-62.6,-65.4968061304653
104.0,90.0,7.46,-74.64,-116.2527237307634
104.0,90.0,7.65,-58.91,-84.32631012831884
104.0,90.0,7.84,-67.12,-149.0697591384818
104.0,90.0,8.03,-60.3,165.38065690324416
104.0,90.0,8.22,-59.62,-148.08928926009824
104.0,90.0,8.41,-61.87,-160.93057158641338
104.0,90.0,8.6,-62.23,147.30015532980005
104.0,90.0,8.79,-62.65,128.03900089944156
104.0,90.0,8.98,-57.14,71.6865845569336
104.0,90.0,9.17,-58.6,54.990072831161164
104.0,90.0,9.36,-60.48,70.21047656032236
104.0,90.0,9.55,-65.35,10.933180940518355
104.0,90.0,9.74,-74.12,-1.5543865090966
104.0,90.0,9.93,-67.66,-84.21721968566062
104.0,90.0,10.12,-60.83,-55.065707977302175
104.0,90.0,10.31,-66.31,-136.75509588925632
104.0,90.0,10.5,-70.45,-167.07482366086552
104.0,90.0,10.69,-70.06,172.16514310021796
104.0,90.0,10.88,-66.75,-172.75876257739924
104.0,90.0,11.07,-66.76,109.86355571269755
104.0,90.0,11.26,-75.35,102.40093354153345
104.0,90.0,11.45,-71.8,-115.47660855719556
104.0,90.0,11.64,-74.86,70.61140905126712
104.0,90.0,11.83,-72.47,53.42462316765157
104.0,90.0,12.02,-70.99,42.15640794664699
104.0,90.0,12.21,-69.8,98.84167283201798
104.0,90.0,12.4,-70.88,153.55069807343025
104.0,90.0,12.59,-66.43,-165.96628894704472
104.0,90.0,12.78,-64.87,156.62512771643247
104.0,90.0,12.97,-67.2,-165.7229801810584
104.0,90.0,13.16,-71.62,-170.64618092418547
104.0,90.0,13.35,-67.83,135.3877463063193
104.0,90.0,13.54,-67.92,52.702658250253016
104.0,90.0,13.73,-71.28,59.06633899308075
104.0,90.0,13.92,-72.11,-44.53737233621715
104.0,90.0,14.11,-72.15,20.804416654666205
104.0,90.0,14.3,-71.57,-66.16330850008245
104.0,90.0,14.49,-69.86,23.077225130039626
104.0,90.0,14.68,-81.32,-171.68807814869342
104.0,90.0,14.87,-72.46,-129.265398258781
104.0,90.0,15.06,-69.45,149.84003322223515
104.0,90.0,15.25,-73.28,66.79761531139786
104.0,90.0,15.44,-67.91,4.7259107778655105
104.0,90.0,15.63,-79.33,-40.2160132771109
104.0,90.0,15.82,-68.26,-62.62380700775347
104.0,90.0,16.01,-70.97,-103.0826840520848
104.0,90.0,16.2,-75.21,151.4514865689088
104.0,90.0,16.39,-70.94,119.46117497501254
104.0,90.0,16.58,-74.4,113.78366625723655
104.0,90.0,16.77,-73.01,51.838030262729895
104.0,90.0,16.96,-74.22,108.02305496796608
104.0,90.0,17.15,-74.35,-74.29598645320917
104.0,90.0,17.34,-71.57,-95.83400047522112
104.0,90.0,17.53,-75.36,80.62317426164714
104.0,90.0,17.72,-71.7,-170.80841233169193
104.0,90.0,17.91,-70.99,120.80636417728108
104.0,90.0,18.1,-90.74,111.52066878183379
104.0,90.0,18.29,-76.74,-153.64843386751625
104.0,90.0,18.48,-76.41,73.02670908450439
104.0,90.0,18.67,-77.18,-87.5207786014547
104.0,90.0,18.86,-80.85,-142.65977329852558
104.0,90.0,19.05,-76.97,172.1677691041432
104.0,90.0,19.24,-76.94,-11.637475283603536
104.0,90.0,19.43,-78.91,173.95408703731255
104.0,90.0,19.62,-78.3,151.32424533008404
104.0,90.0,19.81,-76.03,58.11490359818091
104.0,90.0,20.0,-76.06,82.45552523922737
105.0,90.0,1.0,-75.35,35.24255021514384
105.0,90.0,1.19,-80.1,156.69318224285442
105.0,90.0,1.38,-63.14,75.29251393645923
105.0,90.0,1.57,-54.85,-138.6412211287888
105.0,90.0,1.76,-43.4,179.0690967813455
105.0,90.0,1.95,-43.5,158.1412578805823
105.0,90.0,2.14,-43.54,10.921025498415688
105.0,90.0,2.33,-42.35,-74.10196467032897
105.0,90.0,2.52,-51.0,-120.4770997132763
105.0,90.0,2.71,-57.46,-117.9745441944176
105.0,90.0,2.9,-46.23,-124.0761320056674
105.0,90.0,3.09,-47.8,175.4522834387853
105.0,90.0,3.28,-47.13,143.86818482130082
105.0,90.0,3.47,-55.8,164.94222112356718
105.0,90.0,3.66,-50.33,120.76877430190935
105.0,90.0,3.85,-50.22,86.20188812310518
105.0,90.0,4.04,-49.47,34.85927811288963
105.0,90.0,4.23,-49.02,13.219775380911535
105.0,90.0,4.42,-48.79,10.572092128537141
105.0,90.0,4.61,-53.25,-58.64411650627596
105.0,90.0,4.8,-55.48,-89.6122467039387
105.0,90.0,4.99,-48.45,-106.01427831340919
105.0,90.0,5.18,-49.81,-160.97136897208543
105.0,90.0,5.37,-54.33,135.14424051385666
105.0,90.0,5.56,-53.73,-144.64773664364495
105.0,90.0,5.75,-54.0,136.9005869109041
105.0,90.0,5.94,-63.86,89.84536109125851
105.0,90.0,6.13,-59.58,116.8487438134379
105.0,90.0,6.32,-61.9,20.769366976813917
105.0,90.0,6.51,-71.1,47.415599269068395
105.0,90.0,6.7,-61.57,39.66961001967024
105.0,90.0,6.89,-64.94,-24.114126287121454
105.0,90.0,7.08,-61.38,-49.37568199092292
105.0,90.0,7.27,-60.86,-100.62625320565165
105.0,90.0,7.46,-64.0,-158.02420237980357
105.0,90.0,7.65,-61.43,-93.67013409842922
105.0,90.0,7.84,-61.59,173.83422242150456
105.0,90.0,8.03,-59.0,155.24249258031324
105.0,90.0,8.22,-59.62,-161.78521589866304
105.0,90.0,8.41,-63.03,133.9116811885481
105.0,90.0,8.6,-64.32,95.62870257729124
105.0,90.0,8.79,-63.82,96.79268021319288
105.0,90.0,8.98,-58.35,68.01841610931609
105.0,90.0,9.17,-59.72,39.758388405881405
105.0,90.0,9.36,-64.0,46.22384406265732
105.0,90.0,9.55,-68.4,-64.55247673621231
105.0,90.0,9.74,-66.29,-94.37450307223178
105.0,90.0,9.93,-64.39,-125.82752065969984
105.0,90.0,10.12,-63.09,-68.99585448290102
105.0,90.0,10.31,-64.83,-157.96616798960255
105.0,90.0,10.5,-68.29,166.70208098788183
105.0,90.0,10.69,-68.6,110.31955724627451
105.0,90.0,10.88,-66.71,154.46984986399596
105.0,90.0,11.07,-69.68,58.090769389552285
105.0,90.0,11.26,-76.33,11.571312439026704
105.0,90.0,11.45,-73.99,46.671099272205154
105.0,90.0,11.64,-71.36,63.969471978138394
105.0,90.0,11.83,-79.03,68.08326190476907
105.0,90.0,12.02,-89.02,143.9163705741274
105.0,90.0,12.21,-71.95,154.15705800975817
105.0,90.0,12.4,-69.27,171.61455471253566
105.0,90.0,12.59,-66.82,-138.68434014592606
105.0,90.0,12.78,-63.15,179.83531022513938
105.0,90.0,12.97,-73.14,154.35192849207627
105.0,90.0,13.16,-75.2,177.29853106457432
105.0,90.0,13.35,-72.3,127.16134311322314
105.0,90.0,13.54,-77.7,50.617353377215714
105.0,90.0,13.73,-69.06,5.165474300269243
105.0,90.0,13.92,-74.24,-97.7290204039527
105.0,90.0,14.11,-66.96,-132.44512882015954
105.0,90.0,14.3,-71.66,-82.33921972644112
105.0,90.0,14.49,-70.96,-5.6481014742035835
105.0,90.0,14.68,-82.1,-178.47312859087498
105.0,90.0,14.87,-72.59,142.62981245930555
105.0,90.0,15.06,-68.66,102.95219979303378
105.0,90.0,15.25,-72.09,43.942398159656605
105.0,90.0,15.44,-71.33,-6.924374980835103
105.0,90.0,15.63,-77.42,1.3929977215380318
105.0,90.0,15.82,-74.67,-107.92603598196968
105.0,90.0,16.01,-83.08,56.9071912028162
105.0,90.0,16.2,-70.25,167.3264490381718
105.0,90.0,16.39,-67.38,82.74396298005092
105.0,90.0,16.58,-77.2,19.069972525080914
105.0,90.0,16.77,-75.87,29.354449823806156
105.0,90.0,16.96,-73.24,-37.47396973074102
105.0,90.0,17.15,-78.69,-133.3972503849251
105.0,90.0,17.34,-72.72,175.66020040519757
105.0,90.0,17.53,-67.6,87.37546319973791
105.0,90.0,17.72,-72.08,90.6567088751754
105.0,90.0,17.91,-84.43,132.61425075643882
105.0,90.0,18.1,-82.24,-105.5918508982138
105.0,90.0,18.29,-85.66,-112.34267859549558
105.0,90.0,18.48,-72.04,148.59070729475894
105.0,90.0,18.67,-71.1,-166.72550153703526
105.0,90.0,18.86,-75.97,124.47345983038304
105.0,90.0,19.05,-88.83,54.631571492155395
105.0,90.0,19.24,-79.56,36.538224257577426
105.0,90.0,19.43,-78.23,127.51286005369414
105.0,90.0,19.62,-75.42,157.70043324583753
105.0,90.0,19.81,-69.25,-98.26220596722396
105.0,90.0,20.0,-97.53,34.51378998321698
106.0,90.0,1.0,-69.33,16.63016076273252
106.0,90.0,1.19,-72.96,126.75697744738699
106.0,90.0,1.38,-62.51,63.24222590617551
106.0,90.0,1.57,-52.8,-144.84065003419974
106.0,90.0,1.76,-42.85,176.7205888867576
106.0,90.0,1.95,-44.22,150.4959138562106
106.0,90.0,2.14,-42.89,4.972281303309687
106.0,90.0,2.33,-42.01,-79.27237131003767
106.0,90.0,2.52,-50.44,-129.74214871696475
106.0,90.0,2.71,-56.69,-139.0546777441086
106.0,90.0,2.9,-46.26,-133.95297925257154
106.0,90.0,3.09,-48.24,165.2603672909333
106.0,90.0,3.28,-46.35,137.68686494408706
106.0,90.0,3.47,-58.47,127.34497356632248
106.0,90.0,3.66,-50.6,116.0719447209451
106.0,90.0,3.85,-49.8,69.64603592110394
106.0,90.0,4.04,-48.31,21.442529293358604
106.0,90.0,4.23,-49.03,-2.7991640233992725
106.0,90.0,4.42,-50.03,-12.286866142940758
106.0,90.0,4.61,-52.06,-87.48911809771691
106.0,90.0,4.8,-53.24,-121.56891173025807
106.0,90.0,4.99,-48.45,-120.66613001090728
106.0,90.0,5.18,-49.44,-170.26982403981978
106.0,90.0,5.37,-54.08,124.64324518175269
106.0,90.0,5.56,-54.27,-167.3348084277022
106.0,90.0,5.75,-53.76,131.60961915746475
106.0,90.0,5.94,-58.16,51.67466297069925
106.0,90.0,6.13,-57.82,94.77272151295564
106.0,90.0,6.32,-62.65,-2.3411010738549276
106.0,90.0,6.51,-69.6,8.78014720460402
106.0,90.0,6.7,-63.62,32.51288970475276
106.0,90.0,6.89,-62.31,-50.14056937916666
106.0,90.0,7.08,-59.06,-55.44671800693461
106.0,90.0,7.27,-58.41,-128.92927307335384
106.0,90.0,7.46,-58.3,-179.13606650356306
106.0,90.0,7.65,-65.34,-136.79780933760412
106.0,90.0,7.84,-59.34,163.15731773302352
106.0,90.0,8.03,-58.96,142.83903265996142
106.0,90.0,8.22,-63.72,173.2474937073896
106.0,90.0,8.41,-63.32,70.09027534173958
106.0,90.0,8.6,-60.91,54.35065431021128
106.0,90.0,8.79,-64.59,58.53412898237404
106.0,90.0,8.98,-60.72,51.21989905089212
106.0,90.0,9.17,-62.93,34.51680781970983
106.0,90.0,9.36,-65.81,-43.04268431962862
106.0,90.0,9.55,-62.78,-103.26843022719048
106.0,90.0,9.74,-60.7,-104.75670032332876
106.0,90.0,9.93,-64.57,-119.15943787346161
106.0,90.0,10.12,-67.01,-81.97745820569368
106.0,90.0,10.31,-63.13,168.36217415423673
106.0,90.0,10.5,-69.68,146.54750529092968
106.0,90.0,10.69,-65.68,120.87863647401088
106.0,90.0,10.88,-71.37,144.31478080330112
106.0,90.0,11.07,-79.75,1.682448588871433
106.0,90.0,11.26,-77.5,-99.92500267082369
106.0,90.0,11.45,-76.27,-8.11210378753844
106.0,90.0,11.64,-74.39,-3.90210380962697
106.0,90.0,11.83,-69.48,172.81927719459708
106.0,90.0,12.02,-70.56,155.09548378202442
106.0,90.0,12.21,-64.08,152.7753009562402
106.0,90.0,12.4,-64.81,-165.32551820257305
106.0,90.0,12.59,-64.96,-175.92684868562802
106.0,90.0,12.78,-64.13,171.83282623763094
106.0,90.0,12.97,-75.96,-169.7793532958903
106.0,90.0,13.16,-78.55,-16.715192662437758
106.0,90.0,13.35,-92.24,24.246385389870273
106.0,90.0,13.54,-76.24,-12.525151328192624
106.0,90.0,13.73,-76.58,-41.27988386495741
106.0,90.0,13.92,-74.69,-123.60739799702088
106.0,90.0,14.11,-70.14,-156.9017537060072
106.0,90.0,14.3,-71.55,-166.89890370690208
106.0,90.0,14.49,-80.25,-141.5539177553121
106.0,90.0,14.68,-73.3,-136.84158944884564
106.0,90.0,14.87,-69.76,99.41960385759772
106.0,90.0,15.06,-66.17,46.24147567339065
106.0,90.0,15.25,-77.07,-51.42698122921644
106.0,90.0,15.44,-67.98,-61.680993011500924
106.0,90.0,15.63,-69.5,-133.7479712253404
106.0,90.0,15.82,-74.75,165.25649611279
106.0,90.0,16.01,-72.82,134.9028330266204
106.0,90.0,16.2,-76.93,95.49916397637853
106.0,90.0,16.39,-70.69,113.63772609761504
106.0,90.0,16.58,-72.11,19.191521446610903
106.0,90.0,16.77,-75.53,-48.71280080382613
106.0,90.0,16.96,-78.38,-165.35223728050403
106.0,90.0,17.15,-99.63,162.20070902613006
106.0,90.0,17.34,-76.61,122.08196330852445
106.0,90.0,17.53,-72.02,151.88583388853795
106.0,90.0,17.72,-90.16,-152.70435441357913
106.0,90.0,17.91,-73.49,-88.13027139109985
106.0,90.0,18.1,-76.05,-72.01784103905153
106.0,90.0,18.29,-73.11,-118.84458030752239
106.0,90.0,18.48,-84.11,-17.48678468818486
106.0,90.0,18.67,-75.94,58.371617396214496
106.0,90.0,18.86,-77.02,31.008152936442816
106.0,90.0,19.05,-75.7,43.411230284819965
106.0,90.0,19.24,-75.1,-112.41084821678888
106.0,90.0,19.43,-79.55,165.92138771211688
106.0,90.0,19.62,-81.78,114.45844564183241
106.0,90.0,19.81,-81.89,134.27415257477784
106.0,90.0,20.0,-75.61,155.53841577067766
107.0,90.0,1.0,-79.41,68.1170294208074
